"Artikelnummer";"EAN";"Bezeichnung";"Preis";"Rabatt";"Ihr Preis";"Lieferstatus";"Bildname";"USK/FSK";"Trailerlink";"Viewkey";"Warengruppe";"Untergruppe";"breadcrumb";"Genre"
"NSW1340";"0045496422769";"Dragon Quest Builders 2  SWITCH";"29.990";"0";"29.990";"lieferbar";"0045496422769.jpg";"";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Actionspiele"
"NSW1454";"5030940123502";"FIFA 21  Legacy Edition  SWITCH";"33.500";"0";"33.500";"Neuheit";"5030940123502.jpg";"0";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Sportspiele"
"NSW1468";"5051890324139";"FORTNITE - The Last Laugh Bundle  SWITCH";"19.490";"0";"19.490";"Neuheit";"";"12";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Actionspiele"
"NSW1403";"0045496424909";"Mario & Sonic bei den Olympischen Spielen: Tokyo 2020  SWITC";"34.990";"0";"34.990";"lieferbar";"0045496424909.jpg";"";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Sportspiele"
"NSW1167";"0045496422059";"Mario Tennis Aces  SWITCH";"34.990";"0";"34.990";"lieferbar";"0045496422059.jpg";"";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Sportspiele"
"NSW1420";"3391892008890";"Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto  SWI";"29.990";"0";"29.990";"lieferbar";"3391892008890.jpg";"12";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Actionspiele"
"NSW1362";"5026555067676";"NBA 2K20  SWITCH";"9.990";"0";"9.990";"lieferbar";"5026555067676.jpg";"0";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Sportspiele"
"NSW1282";"0045496423827";"New Super Mario Bros. U DeLuxe  SWITCH";"37.990";"0";"37.990";"lieferbar";"0045496423827.jpg";"0";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Fun & JumpNRun"
"NSW1418";"0045496415982";"Pokemon Mystery Dungeon: Retterteam DX  SWITCH";"34.990";"0";"34.990";"lieferbar";"0045496415982.jpg";"";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Actionspiele"
"NSW1349";"5030917284571";"Spyro Reignited Trilogy  SWITCH";"21.990";"0";"21.990";"lieferbar";"5030917284571.jpg";"";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Fun & JumpNRun"
"NSW1341";"0045496424336";"Super Mario Maker 2  SWITCH";"34.990";"0";"34.990";"lieferbar";"0045496424336.jpg";"";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Fun & JumpNRun"
"NSW1216";"0045496423025";"Super Mario Party  SWITCH";"37.990";"0";"37.990";"lieferbar";"0045496423025.jpg";"";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Fun & JumpNRun"
"NSW1368";"0045496425623";"Tetris 99  SWITCH";"17.990";"0";"17.990";"lieferbar";"0045496425623.jpg";"0";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Geschicklichkeit"
"NSW1015";"0045496420093";"The Legend of Zelda: Breath of the Wild  SWITCH";"39.990";"0";"39.990";"lieferbar";"0045496420093.jpg";"12";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Rollenspiele RPG"
"NSW1372";"0045496424428";"The Legend of Zelda: Link´s Awakening  SWITCH";"38.990";"0";"38.990";"lieferbar";"0045496424428.jpg";"6";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Actionspiele"
"NSW1426";"5026555067799";"The Outer Worlds  SWITCH";"24.990";"0";"24.990";"lieferbar";"5026555067799.jpg";"16";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Actionspiele"
"NSW1457";"5026555069106";"WWE 2K Battlegrounds  SWITCH";"22.990";"0";"22.990";"lieferbar";"";"";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Sportspiele"
"NSW1436";"0045496425814";"Xenoblade Chronicles: Definitive Edition  SWITCH";"37.990";"0";"37.990";"lieferbar";"0045496425814.jpg";"";"";"";"NSWITCH";"";"NINTENDO SWITCH";"Actionspiele"
"PS45236";"3307216167242";"Assassin´s Creed Valhalla  PS4";"48.000";"0";"48.000";"Neuheit";"3307216167242.jpg";"";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45237";"3307216167211";"Assassin´s Creed Valhalla  Ultimate Edition  PS4";"73.500";"0";"73.500";"Neuheit";"3307216167211.jpg";"";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS44994";"5026555425933";"Borderlands 3  Deluxe  PS4";"19.990";"0";"19.990";"lieferbar";"5026555425933.jpg";"18";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45271";"5030917291869";"Call of Duty: Black Ops - Cold War  PS4";"45.500";"0";"45.500";"Neuheit";"5030917291869.jpg";"18";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45272";"5030917291876";"Call of Duty: Black Ops - Cold War - Import (AT)  PS4";"45.500";"0";"45.500";"Neuheit";"5030917291876.jpg";"19";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45122";"5026555425698";"Civilization VI  PS4";"14.990";"0";"14.990";"lieferbar";"5026555425698.jpg";"12";"";"";"PS4";"";"SONY PLAYSTATION 4";"Strategiespiele"
"PS45257";"5030917290985";"Crash Bandicoot 4 - It´s About Time  PS4";"42.500";"0";"42.500";"Neuheit";"5030917290985.jpg";"";"";"";"PS4";"";"SONY PLAYSTATION 4";"Fun & JumpNRun"
"PS45159";"3391892006025";"Cyberpunk 2077  Day One Edition  PS4";"46.500";"0";"46.500";"Neuheit";"3391892006025.jpg";"18";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45240";"4020628715878";"DIRT 5 - Launch Edition  PS4";"42.500";"0";"42.500";"Neuheit";"4020628715878.jpg";"";"";"";"PS4";"";"SONY PLAYSTATION 4";"Rennspiele"
"PS45258";"5030947124106";"FIFA 21  Champions Edition  PS4";"61.000";"0";"61.000";"Neuheit";"5030947124106.jpg";"0";"";"";"PS4";"";"SONY PLAYSTATION 4";"Sportspiele"
"PS45259";"5035225124427";"FIFA 21  PS4";"47.000";"0";"47.000";"Neuheit";"5035225124427.jpg";"0";"";"";"PS4";"";"SONY PLAYSTATION 4";"Sportspiele"
"PS45274";"5051890324146";"FORTNITE - The Last Laugh Bundle  PS4";"19.490";"0";"19.490";"Neuheit";"";"12";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45215";"0711719364009";"Ghost of Tsushima  PS4";"34.990";"0";"34.990";"lieferbar";"0711719364009.jpg";"18";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45113";"5026555426916";"Grand Theft Auto V  Premium Edition  PS4";"12.990";"0";"12.990";"lieferbar";"5026555426916.jpg";"18";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45248";"5026555428170";"Mafia 1  Definitive Edition  PS4";"24.500";"0";"24.500";"lieferbar";"5026555428170.jpg";"18";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45249";"5026555428293";"Mafia Trilogy  PS4";"38.000";"0";"38.000";"lieferbar";"5026555428293.jpg";"18";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45275";"4012160262880";"Minecraft  PS4";"24.990";"0";"24.990";"lieferbar";"";"6";"";"";"PS4";"";"SONY PLAYSTATION 4";"Strategiespiele"
"PS45273";"5030937122983";"NHL 21  PS4";"47.000";"0";"47.000";"Neuheit";"";"12";"";"";"PS4";"";"SONY PLAYSTATION 4";"Sportspiele"
"PS45161";"3391892007640";"One Piece: Pirate Warriors 4  PS4";"19.990";"0";"19.990";"lieferbar";"3391892007640.jpg";"12";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45253";"3391892011746";"Project Cars 3  PS4";"44.990";"0";"44.990";"lieferbar";"3391892011746.jpg";"";"";"";"PS4";"";"SONY PLAYSTATION 4";"Rennspiele"
"PS44724";"5026555423076";"Red Dead Redemption 2  PS4";"15.990";"0";"15.990";"lieferbar";"5026555423076.jpg";"18";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45166";"5055060949634";"Resident Evil 3  PS4";"24.990";"0";"24.990";"lieferbar";"5055060949634.jpg";"18";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45244";"8057168501025";"RIDE 4  PS4";"42.500";"0";"42.500";"Neuheit";"8057168501025.jpg";"";"";"";"PS4";"";"SONY PLAYSTATION 4";"Rennspiele"
"PS45260";"5030947124151";"Rocket Arena  Mythic Edition  PS4";"4.990";"0";"4.990";"lieferbar";"5030947124151.jpg";"12";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45256";"5035223124023";"Star Wars Squadrons  PS4";"27.000";"0";"27.000";"Neuheit";"5035223124023.jpg";"";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45212";"0711719330202";"The Last of US  Part II  PS4";"34.990";"0";"34.990";"lieferbar";"0711719330202.jpg";"18";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45059";"5026555426183";"The Outer Worlds  PS4";"16.990";"0";"16.990";"lieferbar";"5026555426183.jpg";"16";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45241";"5030917291180";"Tony Hawk´s Pro Skater 1+2  PS4";"29.000";"0";"29.000";"kein Bestand";"5030917291180.jpg";"0";"";"";"PS4";"";"SONY PLAYSTATION 4";"Sportspiele"
"PS45154";"3307216135142";"Watch Dogs: Legion  PS4";"48.000";"0";"48.000";"Neuheit";"3307216135142.jpg";"";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45156";"3307216137320";"Watch Dogs: Legion  Ultimate Edition  PS4";"73.500";"0";"73.500";"Neuheit";"3307216137320.jpg";"";"";"";"PS4";"";"SONY PLAYSTATION 4";"Actionspiele"
"PS45264";"5026555428637";"WWE 2K Battlegrounds  PS4";"22.990";"0";"22.990";"lieferbar";"";"";"";"";"PS4";"";"SONY PLAYSTATION 4";"Sportspiele"
"PS50001";"5030917292507";"Call of Duty: Black Ops - Cold War  PS5";"48.500";"0";"48.500";"Neuheit";"5030917292507.jpg";"18";"";"";"PS5";"";"SONY PLAYSTATION 5";"Actionspiele"
"PS50002";"5030917292514";"Call of Duty: Black Ops - Cold War - Import (AT)  PS5";"48.500";"0";"48.500";"Neuheit";"";"19";"";"";"PS5";"";"SONY PLAYSTATION 5";"Actionspiele"
"PS50003";"5051890324153";"FORTNITE - The Last Laugh Bundle  PS5";"19.490";"0";"19.490";"Neuheit";"";"12";"";"";"PS5";"";"SONY PLAYSTATION 5";"Actionspiele"
"100838";"-";"Call of Duty: Black Ops 2 - Bügelbild";"0.100";"0";"0.100";"lieferbar";"callbuegelbilder.jpg";"";"";"";"SON";"";"SONSTIGES";""
"100811";"-";"Fallout 76 - Schlüsselanhänger";"0.250";"0";"0.250";"lieferbar";"fallout76schlussel.jpg";"";"";"";"SON";"";"SONSTIGES";""
"XB10985";"3307216167303";"Assassin´s Creed Valhalla  Xbox One";"48.000";"0";"48.000";"Neuheit";"3307216167303.jpg";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB11015";"5030917292002";"Call of Duty: Black Ops - Cold War  Xbox One";"45.500";"0";"45.500";"Neuheit";"5030917292002.jpg";"18";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB11016";"5030917292019";"Call of Duty: Black Ops - Cold War - Import (AT)  Xbox One";"45.500";"0";"45.500";"Neuheit";"5030917292019.jpg";"19";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB11001";"5030917291081";"Crash Bandicoot 4 - It´s About Time  Xbox One";"42.500";"0";"42.500";"Neuheit";"5030917291081.jpg";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Fun & JumpNRun"
"XB10987";"4020628715861";"DIRT 5 - Launch Edition  Xbox One";"42.500";"0";"42.500";"Neuheit";"4020628715861.jpg";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Rennspiele"
"XB10969";"3391892009163";"Fast & Furious Crossroads  Xbox One";"29.990";"0";"29.990";"lieferbar";"3391892009163.jpg";"12";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Rennspiele"
"XB11003";"5030937124116";"FIFA 21  Champions Edition  Xbox One";"61.000";"0";"61.000";"Neuheit";"5030937124116.jpg";"0";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Sportspiele"
"XB11002";"5030939124428";"FIFA 21  Xbox One";"47.000";"0";"47.000";"Neuheit";"5030939124428.jpg";"0";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Sportspiele"
"XBX003";"5051890324115";"FORTNITE - The Last Laugh Bundle  Xbox One / XBOX X";"19.490";"0";"19.490";"Neuheit";"";"12";"";"";"XB1";"";"MICROSOFT XBOX ONE";""
"XB10933";"5026555362535";"Grand Theft Auto V  Premium Edition  Xbox One";"12.990";"0";"12.990";"lieferbar";"5026555362535.jpg";"18";"";"";"XB1";"";"MICROSOFT XBOX ONE";""
"XB10993";"5026555362665";"Mafia 1  Definitive Edition  Xbox One";"24.500";"0";"24.500";"lieferbar";"5026555362665.jpg";"18";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB10994";"5026555362788";"Mafia Trilogy  Xbox One";"38.000";"0";"38.000";"lieferbar";"5026555362788.jpg";"18";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB11017";"5030948122989";"NHL 21  Xbox One";"47.000";"0";"47.000";"Neuheit";"";"12";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Sportspiele"
"XB10952";"3391892007572";"One Piece: Pirate Warriors 4  Xbox One";"19.990";"0";"19.990";"lieferbar";"3391892007572.jpg";"12";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB10753";"5026555359009";"Red Dead Redemption 2  Xbox One";"14.990";"0";"14.990";"lieferbar";"5026555359009.jpg";"18";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB10991";"8057168501155";"RIDE 4  Xbox One";"42.500";"0";"42.500";"Neuheit";"8057168501155.jpg";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Rennspiele"
"XB11000";"5030939124084";"Star Wars Squadrons  Xbox One";"27.000";"0";"27.000";"Neuheit";"5030939124084.jpg";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB10946";"3307216135326";"Watch Dogs: Legion  Xbox One";"48.000";"0";"48.000";"Neuheit";"3307216135326.jpg";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Actionspiele"
"XB10992";"3665962001563";"WRC 9  Xbox One";"34.990";"0";"34.990";"lieferbar";"3665962001563.jpg";"0";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Rennspiele"
"XB11008";"5026555364126";"WWE 2K Battlegrounds  Xbox One";"22.990";"0";"22.990";"lieferbar";"";"";"";"";"XB1";"";"MICROSOFT XBOX ONE";"Sportspiele"
"XBX0001";"5030917292644";"Call of Duty: Black Ops - Cold War  XBOX X";"48.500";"0";"48.500";"Neuheit";"5030917292644.jpg";"18";"";"";"XBX";"";"MICROSOFT XBOX SERIES X";"Actionspiele"
"XBX0002";"5030917292651";"Call of Duty: Black Ops - Cold War - Import (AT)  XBOX X";"48.500";"0";"48.500";"Neuheit";"5030917292651.jpg";"19";"";"";"XBX";"";"MICROSOFT XBOX SERIES X";"Actionspiele"
